food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H,food_category,seasonal,season,ingredients,region,state,source
4123,Mushroom matar - Low Oil,Lunch,Veg,535.57,69.07,14.55,25.98,3.98,170.37,254.54,7.44,10.41,94.59,32.31,7.96,84.7,22.18,65.82,71.86,53.32,20.35,Indian Dish,No,All,"Canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes",North,Punjab,indian_food+variant
4124,Naan - Roasted,Lunch,Veg,308.03,52.16,11.12,5.55,2.6,203.69,113.89,0.82,10.49,40.89,11.76,32.59,16.65,27.6,13.77,33.95,56.1,37.34,Indian Dish,No,All,"Whole wheat flour, honey, butter, garlic",North,Punjab,indian_food+variant
4125,Navrattan korma - Grilled,Lunch,Veg,590.28,78.92,16.54,11.41,5.9,112.84,72.9,7.37,2.03,30.35,20.0,77.21,15.87,54.73,82.97,57.86,23.42,82.61,Indian Dish,No,All,"Green beans, potatoes, khus khus, low fat, garam masala powder",North,Uttar Pradesh,indian_food+variant
4126,Palak paneer - Homestyle,Lunch,Veg,200.42,7.36,12.1,17.39,4.12,93.1,171.3,1.74,11.22,20.75,49.7,33.68,18.14,0.35,11.08,54.37,86.99,65.51,Indian Dish,No,All,"Cottage cheese, palak, cream, garam masala, butter",North,Punjab,indian_food+variant
4127,Paneer butter masala - Homestyle,Lunch,Veg,397.16,53.55,6.15,24.93,9.29,75.38,19.98,2.07,11.78,89.32,88.91,111.71,90.17,6.13,107.09,81.94,74.5,18.5,Indian Dish,No,All,"Paneer, whipping cream, garam masala, cashew nuts, butter",North,Punjab,indian_food+variant
4128,Paneer tikka masala - With Salad,Lunch,Veg,364.23,82.01,14.97,7.75,5.48,133.44,85.54,2.73,10.78,6.14,2.11,52.56,87.08,59.78,19.78,48.59,64.98,34.58,Indian Dish,No,All,"Paneer, greek yogurt, tandoori masala, cream, bell pepper",North,Punjab,indian_food+variant
4129,Pani puri - Spicy,Snack,Veg,238.37,15.06,6.93,22.38,3.0,155.83,7.89,6.55,1.13,106.01,21.13,5.15,47.81,75.63,33.6,68.36,77.51,28.18,Indian Dish,No,All,"Kala chana, mashed potato, boondi, sev, lemon",-1,-1,indian_food+variant
4130,Panjeeri - Low Oil,Snack,Veg,309.99,12.48,13.94,20.24,11.63,63.67,79.71,3.68,5.57,35.74,75.24,9.74,54.63,110.05,37.06,70.36,100.14,2.86,Indian Dish,No,All,"Whole wheat flour, musk melon seeds, poppy seeds, edible gum, semolina",,Uttar Pradesh,indian_food+variant
4131,Papad - No Sugar,Snack,Veg,173.47,0.0,14.17,17.08,3.69,110.07,163.11,7.82,0.66,103.06,14.59,56.01,37.82,74.09,33.12,27.81,79.1,35.42,Indian Dish,No,All,"Urad dal, sev, lemon juice, chopped tomatoes",-1,-1,indian_food+variant
4132,Paratha - With Salad,Lunch,Veg,326.31,41.62,7.39,20.66,5.64,260.59,227.58,1.2,6.94,21.46,97.29,92.99,90.93,97.9,70.73,4.37,50.71,55.86,Indian Dish,No,All,"Wheat flour, butter, potato, coriander",North,Punjab,indian_food+variant
4133,Pattor - Spicy,Lunch,Veg,369.18,52.9,10.98,22.03,10.16,151.61,259.4,8.47,5.48,69.95,63.67,62.42,14.8,53.67,8.33,58.18,77.24,57.68,Indian Dish,No,All,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",West,Rajasthan,indian_food+variant
4134,Pindi chana - With Seeds,Lunch,Veg,221.5,4.35,8.56,20.95,2.31,289.46,68.01,12.54,2.88,62.67,71.3,78.4,25.82,24.13,38.06,77.93,6.04,87.39,Indian Dish,No,All,"Fennel, tea bags, tomato, kasuri methi, cinnamon",North,Punjab,indian_food+variant
4135,Rajma chaval - Spicy,Lunch,Veg,396.83,68.94,8.03,8.82,3.99,174.48,286.69,6.14,13.25,98.08,65.59,59.81,80.49,35.6,6.99,9.0,36.8,4.59,Indian Dish,No,All,"Red kidney beans, garam masala powder, ginger, tomato, mustard oil",North,-1,indian_food+variant
4136,Rongi - Classic,Lunch,Veg,291.94,29.86,20.7,16.64,6.72,281.95,198.0,14.71,11.8,62.33,55.46,22.02,0.65,29.84,87.42,40.4,105.83,69.28,Indian Dish,No,All,"Garam masala powder, tomato, kasuri methi, cinnamon, mustard oil",North,Punjab,indian_food+variant
4137,Samosa - Roasted,Snack,Veg,236.25,25.84,6.77,16.62,3.39,147.29,28.64,13.03,12.36,3.2,85.11,41.11,69.79,58.97,104.68,62.43,34.58,28.25,Indian Dish,No,All,"Potatoes, green peas, garam masala, ginger, dough",-1,-1,indian_food+variant
4138,Sattu ki roti - Air-Fried,Lunch,Veg,416.3,61.7,10.73,13.88,14.05,30.4,119.89,12.9,8.35,54.15,93.27,52.96,90.87,31.55,21.16,36.43,77.44,102.4,Indian Dish,No,All,"Sattu, atta, dough, filling, mustard oil",North,Bihar,indian_food+variant
4139,Shahi paneer - Steamed,Lunch,Veg,255.1,11.97,16.34,19.3,2.65,103.85,65.68,4.76,7.21,80.1,18.35,31.88,31.82,38.7,45.24,62.18,68.0,15.7,Indian Dish,No,All,"Cottage cheese, malai, garam masala, ginger, tomato",North,Punjab,indian_food+variant
4140,Shahi tukra - Mild,Snack,Veg,122.64,0.0,17.58,11.16,7.3,256.06,109.34,4.57,0.45,110.82,9.79,22.29,109.05,54.63,71.32,82.38,37.76,88.34,Indian Dish,No,All,"Rose water, milk, white bread slices, saffron, almonds",South,Telangana,indian_food+variant
4141,Vegetable jalfrezi - High Protein,Lunch,Veg,502.86,50.88,16.11,9.43,1.47,247.85,257.4,12.28,8.37,40.62,14.88,66.14,47.13,12.4,69.69,38.33,11.49,83.25,Indian Dish,No,All,"Baby corn, french beans, garam masala, ginger, carrot",North,Punjab,indian_food+variant
4142,Tandoori Chicken - Classic,Lunch,Non-Veg,240.26,2.48,35.07,10.33,0.0,238.07,26.5,12.3,13.35,17.56,30.92,6.6,27.05,74.08,69.28,44.59,4.67,92.47,Indian Dish,No,All,"Greek yogurt, garam masala, kasuri methi, marinade, mustard oil",North,Punjab,indian_food+variant
4143,Tandoori Fish Tikka - Homestyle,Snack,Non-Veg,110.54,0.0,12.43,10.94,10.15,25.71,284.05,17.57,8.18,5.15,80.84,111.68,30.75,71.19,8.45,47.64,25.47,91.56,Indian Dish,No,All,"Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper",North,Punjab,indian_food+variant
4144,Attu - Low Oil,Snack,Veg,391.48,67.93,10.17,4.76,9.4,203.11,222.29,10.62,1.29,34.37,5.19,18.13,75.79,71.07,26.38,71.44,43.96,60.37,Indian Dish,No,All,"Whole wheat flour, arhar dal, ginger, kala jeera, green chilli",South,Andhra Pradesh,indian_food+variant
4145,Avial - No Sugar,Lunch,Veg,126.65,10.21,4.17,11.51,6.44,256.91,40.37,17.39,2.33,67.02,50.42,28.08,44.7,13.77,9.66,56.0,21.96,21.84,Indian Dish,No,All,"Raw banana, elephant foot yam, long beans, tindora, urad dal",South,Kerala,indian_food+variant
4146,Bisi bele bath - With Nuts,Lunch,Veg,472.43,68.93,16.09,9.68,9.61,326.96,170.09,1.76,9.78,54.69,6.56,13.91,3.54,98.67,62.07,100.27,54.77,18.56,Indian Dish,No,All,"Split pigeon peas, chana dal, urad dal, green peas, french beans",South,Karnataka,indian_food+variant
4147,Currivepillai sadam  - Roasted,Lunch,Veg,326.03,3.78,16.72,24.15,9.88,302.67,242.75,8.49,1.55,12.04,82.21,29.69,41.85,17.1,64.6,16.15,48.26,7.67,Indian Dish,No,All,"Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",South,Tamil Nadu,indian_food+variant
4148,Dosa - With Seeds,Snack,Veg,183.27,26.09,4.44,9.09,3.4,83.55,56.72,5.79,13.01,39.07,93.54,37.98,89.29,31.75,31.5,80.97,97.96,43.05,Indian Dish,No,All,"Chana dal, urad dal, whole urad dal, blend rice, rock salt",South,-1,indian_food+variant
4149,Idiappam - Grilled,Snack,Veg,108.37,0.0,12.58,25.51,10.14,23.49,151.17,6.8,4.76,5.86,2.49,39.47,24.78,70.49,13.0,3.11,50.0,7.66,Indian Dish,No,All,"Rice flour, hot water, grated coconut",South,Tamil Nadu,indian_food+variant
4150,Idli - With Curd,Snack,Veg,111.92,24.71,6.56,2.08,4.11,231.62,135.93,3.75,4.89,54.94,14.48,17.94,52.43,64.29,26.04,22.0,44.33,28.73,Indian Dish,No,All,"Split urad dal, urad dal, idli rice, thick poha, rock salt",South,-1,indian_food+variant
4151,Kanji - Roasted,Snack,Veg,300.09,46.62,10.63,8.85,2.53,304.33,31.62,6.18,6.14,87.18,2.2,51.77,55.0,50.15,70.31,29.38,40.57,93.96,Indian Dish,No,All,"Carrot, yellow mustard, red chilli, black salt",South,Kerala,indian_food+variant
4152,Kaara kozhambu - High Protein,Lunch,Veg,705.65,96.6,8.38,28.16,11.11,70.48,46.23,6.19,2.05,10.14,91.46,47.93,104.77,23.64,31.68,47.59,91.9,41.06,Indian Dish,No,All,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",South,Tamil Nadu,indian_food+variant
4153,Keerai kootu - No Sugar,Lunch,Veg,407.96,88.77,11.34,7.04,5.26,181.0,138.76,3.1,0.32,72.62,24.47,3.71,39.03,76.92,66.99,1.45,23.41,89.17,Indian Dish,No,All,"Moong dal, chana dal, spinach, urad dal, coconut oil",South,Tamil Nadu,indian_food+variant
4154,Keerai masiyal - No Sugar,Lunch,Veg,227.47,17.42,16.53,9.15,9.08,191.38,83.66,7.79,4.49,108.35,41.73,81.86,7.07,70.89,16.59,84.44,22.67,58.05,Indian Dish,No,All,"Urad dal, curry leaves, sugar, mustard seeds, spinach",South,Tamil Nadu,indian_food+variant
4155,Keerai sadam - Steamed,Lunch,Veg,609.38,86.99,16.09,16.71,8.61,297.52,69.47,4.68,9.03,28.36,4.3,89.13,66.48,77.63,85.9,100.87,72.45,8.62,Indian Dish,No,All,"Greens, tomato, mustard seeds, fenugreek seeds",South,Tamil Nadu,indian_food+variant
4156,Keerai poriyal - No Sugar,Lunch,Veg,245.08,1.76,7.96,27.63,6.91,120.5,98.43,17.26,5.22,55.47,37.42,36.82,3.56,47.01,72.43,43.96,5.09,52.59,Indian Dish,No,All,"Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",South,Tamil Nadu,indian_food+variant
4157,Beef Fry - Low Salt,Lunch,Non-Veg,560.64,61.15,26.58,15.6,6.55,225.52,184.04,10.78,4.37,62.92,5.54,75.18,0.25,42.36,101.71,80.12,12.99,17.56,Indian Dish,No,All,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",South,Kerala,indian_food+variant
4158,Kootu - Roasted,Lunch,Veg,274.6,19.21,8.26,13.83,5.7,101.7,63.52,7.44,10.22,21.79,46.7,82.48,85.57,31.69,20.03,88.97,3.69,20.75,Indian Dish,No,All,"Chana dal, urad dal, potato, beans, peas",South,Tamil Nadu,indian_food+variant
4159,Kos kootu - No Sugar,Lunch,Veg,357.26,15.08,14.55,20.36,8.79,295.17,9.41,13.77,0.16,75.59,3.38,5.43,16.82,40.88,43.61,20.79,1.45,74.29,Indian Dish,No,All,"Moong dal, chana dal, cabbage, tamarind, curry leaves",South,Tamil Nadu,indian_food+variant
4160,Koshambri - Classic,Lunch,Veg,272.14,11.02,16.32,17.08,11.0,383.23,74.52,2.73,5.42,51.14,65.13,60.2,31.94,70.63,40.13,78.85,77.18,97.88,Indian Dish,No,All,"Moong dal, cucumber, curry leaves, green chili, lemon juice",South,Karnataka,indian_food+variant
4161,Kothamali sadam - Low Oil,Lunch,Veg,556.62,127.98,9.66,9.92,7.18,281.4,211.0,6.54,15.54,49.51,109.57,36.6,32.89,87.75,6.78,11.84,8.67,49.25,Indian Dish,No,All,"Chana dal, urad dal, gooseberry, raw rice, curry leaves",South,Tamil Nadu,indian_food+variant
4162,Kuzhakkattai - Steamed,Lunch,Veg,581.69,93.37,19.23,12.15,6.75,47.28,227.34,9.5,10.42,66.16,79.82,21.72,111.93,1.51,70.53,23.28,46.63,5.65,Indian Dish,No,All,"Sesame oil, raw rice, jaggery, grated coconut",South,Tamil Nadu,indian_food+variant
4163,Kuzhambu - High Protein,Lunch,Veg,466.59,67.64,12.24,16.58,9.83,128.13,207.48,12.92,5.72,7.2,67.26,71.95,1.56,45.79,107.24,118.01,73.02,76.6,Indian Dish,No,All,"Pearl onions, urad dal, drumsticks, tomato, curry leaves",South,Tamil Nadu,indian_food+variant
4164,Masala Dosa - With Nuts,Snack,Veg,151.67,0.0,6.26,13.03,8.57,273.03,100.47,2.4,10.56,87.81,53.97,73.85,53.81,5.54,5.21,14.95,32.19,23.95,Indian Dish,No,All,"Chana dal, urad dal, potatoes, idli rice, thick poha",South,-1,indian_food+variant
4165,Pachadi - Classic,Lunch,Veg,250.16,22.92,9.17,18.04,7.82,219.56,58.04,3.68,12.15,2.49,71.77,23.82,114.79,81.74,91.44,90.42,53.84,67.26,Indian Dish,No,All,"Coconut oil, cucumber, curd, curry leaves, mustard seeds",South,-1,indian_food+variant
4166,Paniyaram - Spicy,Lunch,Veg,363.61,64.96,8.06,4.82,3.57,150.23,210.97,0.89,14.63,47.94,31.74,92.13,20.55,91.39,54.0,23.91,6.37,7.14,Indian Dish,No,All,"Yogurt, ginger, curry leaves, baking soda, green chilli",South,Tamil Nadu,indian_food+variant
4167,Papadum - Low Oil,Snack,Veg,130.81,0.0,12.86,9.56,3.6,67.63,62.37,9.79,0.14,106.45,60.97,37.62,13.47,86.42,64.69,53.93,78.17,11.58,Indian Dish,No,All,"Lentils, black pepper, vegetable oil",South,Kerala,indian_food+variant
4168,Paravannam - With Nuts,Lunch,Veg,354.7,49.37,8.51,12.55,11.22,72.87,139.85,17.6,1.26,68.12,0.74,80.6,71.54,56.5,3.83,25.22,62.45,28.36,Indian Dish,No,All,"Raw rice,  jaggery, milk",South,Kerala,indian_food+variant
4169,Payasam - Low Salt,Snack,Veg,121.12,7.08,8.11,8.4,8.4,150.22,65.08,15.16,8.48,17.07,50.14,32.13,5.16,16.45,54.41,100.39,24.86,83.49,Indian Dish,No,All,"Rice, cashew nuts, milk, raisins, sugar",South,-1,indian_food+variant
4170,Paruppu sadam - Steamed,Lunch,Veg,202.39,20.59,11.06,15.34,3.54,124.13,168.71,3.33,12.44,62.92,43.68,5.93,47.88,18.93,108.91,62.9,75.97,79.69,Indian Dish,No,All,"Arhar dal, sambar powder, tomato, curry leaves, fennel seeds",South,Tamil Nadu,indian_food+variant
4171,Pesarattu - With Seeds,Snack,Veg,414.94,57.81,12.81,7.81,8.41,28.45,126.25,8.51,5.25,39.03,16.02,97.33,84.11,26.16,69.69,59.97,29.65,50.48,Indian Dish,No,All,"Green moong beans, rice flour",South,Andhra Pradesh,indian_food+variant
4172,Poriyal - Low Oil,Lunch,Veg,322.86,30.6,7.71,14.56,9.79,205.51,206.47,3.75,12.7,74.14,15.35,79.81,72.16,4.14,78.39,68.29,44.81,69.73,Indian Dish,No,All,"Chana dal, urad dal, beans, coconut, mustard",South,Tamil Nadu,indian_food+variant
4173,Puli sadam - Roasted,Lunch,Veg,583.25,52.96,19.85,20.67,5.56,358.02,30.09,15.17,9.96,59.48,39.21,44.22,110.74,29.33,30.78,47.61,112.78,69.25,Indian Dish,No,All,"Urad dal, lemon, tamarind, cooked rice, curry leaves",South,Tamil Nadu,indian_food+variant
4174,Rasam - Steamed,Lunch,Veg,433.89,30.02,14.2,23.1,10.45,121.13,61.26,14.53,1.19,33.62,10.97,77.5,42.08,102.44,13.25,89.63,27.36,8.51,Indian Dish,No,All,"Tomato, curry leaves, garlic, mustard seeds, hot water",South,-1,indian_food+variant
4175,Puttu - With Seeds,Lunch,Veg,205.8,31.64,6.72,7.9,3.77,99.82,207.48,5.35,12.89,69.32,57.47,95.86,65.72,20.77,31.58,36.94,66.25,7.61,Indian Dish,No,All,"Brown rice flour, sugar, grated coconut",South,Kerala,indian_food+variant
4176,Sambar - Low Salt,Lunch,Veg,653.69,111.69,7.8,5.88,2.53,95.3,153.26,13.73,6.32,20.95,55.8,43.04,56.48,15.58,32.94,89.72,61.69,118.31,Indian Dish,No,All,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",South,-1,indian_food+variant
4177,Sandige - Classic,Lunch,Veg,598.42,71.22,19.81,22.8,6.35,147.53,148.91,10.48,7.58,11.99,20.24,15.76,36.77,58.72,28.95,107.75,68.11,97.96,Indian Dish,No,All,"Thin rice flakes, black sesame seeds, curry leaves",South,Karnataka,indian_food+variant
4178,Sevai - Low Salt,Lunch,Veg,267.93,26.15,18.61,15.17,1.95,213.73,146.05,7.63,5.39,5.04,95.7,52.09,87.48,102.92,28.19,0.32,17.68,45.18,Indian Dish,No,All,"Sevai, parboiled rice, steamer",South,-1,indian_food+variant
4179,Thayir sadam - Classic,Lunch,Veg,316.21,26.21,14.57,10.78,5.01,12.81,31.61,16.79,4.28,9.98,50.69,107.31,111.07,103.42,25.85,46.71,30.42,44.3,Indian Dish,No,All,"Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds",South,Tamil Nadu,indian_food+variant
4180,Theeyal - No Sugar,Lunch,Veg,580.52,60.61,9.92,24.18,2.09,45.3,41.59,12.73,0.52,2.93,0.23,74.43,40.24,92.61,9.07,22.9,70.76,99.73,Indian Dish,No,All,"Coconut, whole red beans, masala, sesame oil, tamarind",South,Kerala,indian_food+variant
4181,Uttapam - With Salad,Snack,Veg,228.28,24.72,14.34,9.26,6.75,134.91,16.91,3.62,0.85,101.77,34.05,39.6,98.14,74.59,42.8,11.16,69.39,104.46,Indian Dish,No,All,"Chana dal, urad dal, thick poha, tomato, butter",South,-1,indian_food+variant
4182,Vada - With Salad,Snack,Veg,236.0,19.4,7.6,14.56,3.16,40.53,60.18,0.7,2.47,70.71,66.83,1.5,111.1,56.42,68.62,52.16,74.31,82.13,Indian Dish,No,All,"Urad dal, ginger, curry leaves, green chilies, black pepper",South,-1,indian_food+variant
4183,Chicken Varuval - Low Salt,Lunch,Non-Veg,381.18,46.39,17.84,21.16,10.42,81.24,115.23,19.53,14.97,68.68,37.22,84.67,11.34,31.46,61.43,86.14,104.39,91.16,Indian Dish,No,All,"Meat curry powder, chicken chunks, ginger, tomato, cinnamon",South,Tamil Nadu,indian_food+variant
4184,Upma - Spicy,Snack,Veg,186.12,30.03,6.99,8.3,4.05,185.73,60.92,15.24,11.43,13.33,0.25,30.7,32.46,80.57,43.27,49.0,92.97,14.83,Indian Dish,No,All,"Chana dal, urad dal, ginger, curry leaves, sugar",-1,-1,indian_food+variant
4185,Amti - Homestyle,Lunch,Veg,123.19,19.3,6.14,3.0,4.94,281.44,7.17,4.09,4.44,102.87,82.27,31.15,67.33,20.2,31.05,65.88,70.71,103.71,Indian Dish,No,All,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water",West,Maharashtra,indian_food+variant
4186,Zunka - Homestyle,Lunch,Veg,513.94,46.24,21.47,18.51,2.16,283.48,134.18,5.69,4.81,63.29,9.7,26.25,84.57,9.7,55.29,60.05,0.52,80.35,Indian Dish,No,All,"Gram flour, mustard, garlic, turmeric, red chilli",West,Maharashtra,indian_food+variant
4187,Kolim Jawla - With Curd,Lunch,Non-Veg,287.57,0.0,27.5,24.16,6.63,184.79,92.57,16.03,5.97,9.43,104.08,38.35,80.34,9.19,31.51,69.32,88.77,81.23,Indian Dish,No,All,"Baingan, fish, coconut oil, fresh coconut, ginger",West,Maharashtra,indian_food+variant
4188,Saath - High Protein,Lunch,Veg,204.65,0.0,19.83,21.49,2.54,109.59,173.4,10.68,2.95,10.57,45.86,36.45,10.36,66.68,10.18,82.83,2.29,11.77,Indian Dish,No,All,"Urad dal, potatoes, wheat flour, sooji",West,Gujarat,indian_food+variant
4189,Bajri no rotlo - Grilled,Lunch,Veg,364.27,32.19,8.37,25.76,5.32,247.7,57.72,8.13,13.36,15.77,20.57,78.22,82.53,45.69,83.88,15.2,92.53,32.74,Indian Dish,No,All,"Wheat flour, pearl millet flour, hot water",West,Gujarat,indian_food+variant
4190,Coconut vadi - Steamed,Snack,Veg,314.77,14.75,10.14,24.03,10.61,141.39,66.9,7.16,14.43,108.19,22.74,29.31,55.12,83.12,19.29,63.41,45.37,20.86,Indian Dish,No,All,"Condensed milk, mawa, desiccated coconut, almonds, cashews",West,Maharashtra,indian_food+variant
4191,Bhakri - With Nuts,Lunch,Veg,557.76,87.64,12.24,24.26,9.93,60.49,231.39,1.78,2.44,68.94,39.53,4.83,61.34,69.16,12.74,74.02,48.02,37.71,Indian Dish,No,All,"Jowar flour, sesame seeds",West,Maharashtra,indian_food+variant
4192,Bombil fry - Steamed,Lunch,Non-Veg,328.55,3.0,20.18,30.43,3.87,330.86,163.99,5.19,6.98,49.73,79.41,13.32,89.48,79.78,50.5,101.79,13.05,114.13,Indian Dish,No,All,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies",West,Maharashtra,indian_food+variant
4193,Chakali - Mild,Snack,Veg,220.51,0.0,9.82,22.12,6.17,361.46,208.68,3.08,5.72,71.03,78.43,97.11,77.2,58.51,45.85,33.62,57.63,2.35,Indian Dish,No,All,"Rice flour, sesame, plain flour, turmeric, red chilli",West,Maharashtra,indian_food+variant
4194,Chevdo - Grilled,Snack,Veg,188.65,10.35,13.4,16.03,3.64,198.0,80.65,3.02,2.3,11.54,66.91,67.72,14.31,32.12,97.58,8.44,7.56,94.0,Indian Dish,No,All,"Citric acid, fry, raisins, sugar, chana daal",West,Gujarat,indian_food+variant
4195,Chorafali - Spicy,Snack,Veg,152.31,0.0,16.0,18.36,5.4,149.99,234.74,17.12,14.19,14.99,55.19,31.52,83.37,28.21,30.68,70.14,5.32,31.14,Indian Dish,No,All,"Urad dal, bengal gram flour, dried mango, baking soda, black salt",West,Gujarat,indian_food+variant
4196,Copra paak - With Seeds,Lunch,Veg,589.58,106.63,9.23,10.43,1.92,133.76,6.22,16.0,6.17,89.64,21.03,39.88,26.52,101.57,0.02,81.12,88.45,44.55,Indian Dish,No,All,"Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",West,Gujarat,indian_food+variant
4197,Daal Dhokli - With Nuts,Lunch,Veg,533.24,95.47,8.24,23.82,7.74,284.05,269.83,11.39,0.6,110.83,31.52,88.16,45.84,11.19,0.09,23.42,57.22,58.39,Indian Dish,No,All,"Whole wheat flour, dal, kokum, gur, bengal gram flour",West,Gujarat,indian_food+variant
4198,Kutchi dabeli - Grilled,Snack,Veg,380.62,51.74,13.86,8.82,8.76,106.54,38.63,2.91,2.09,3.9,85.08,62.91,25.97,108.12,67.87,80.91,42.44,116.55,Indian Dish,No,All,"Pav, aloo, peanut, pomegranate, star anise",West,Gujarat,indian_food+variant
4199,Dahi vada - With Salad,Snack,Veg,211.92,0.0,10.85,19.03,4.41,255.17,189.37,16.57,2.34,20.07,7.98,51.15,62.58,53.99,0.4,80.04,87.61,81.2,Indian Dish,No,All,"Urad dal, bhuna chana, garam masala, dates, tamarind",West,Maharashtra,indian_food+variant
4200,Dalithoy - Low Salt,Lunch,Veg,412.65,32.95,16.39,21.83,7.04,92.63,86.31,8.84,6.25,65.22,26.67,55.5,7.23,44.45,36.81,11.63,101.01,91.73,Indian Dish,No,All,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",West,Maharashtra,indian_food+variant
4201,Dhokla - High Protein,Snack,Veg,119.79,22.78,6.9,3.38,1.92,114.86,78.42,4.21,7.64,38.25,71.14,4.09,41.04,84.7,39.31,12.6,28.13,68.38,Indian Dish,No,All,"Rava, coconut, gram flour, mustard, sesame",West,Gujarat,indian_food+variant
4202,Dudhi halwa - No Sugar,Snack,Veg,153.29,3.59,16.73,6.62,7.97,268.61,137.18,0.66,3.4,75.3,57.62,66.9,18.87,87.57,26.82,72.06,53.66,17.52,Indian Dish,No,All,"Bottle gourd, green, raisins, sugar, clarified butter",West,Gujarat,indian_food+variant
4203,Gatta curry - Homestyle,Lunch,Veg,684.99,126.21,18.63,11.92,6.95,37.4,237.23,19.22,11.73,2.91,85.48,20.0,44.58,68.76,92.94,42.62,59.37,3.98,Indian Dish,No,All,"Yogurt, besan, sauce, garam masala powder, gram flour",West,Rajasthan,indian_food+variant
4204,Gud papdi - With Curd,Snack,Veg,343.32,25.28,21.08,8.84,7.56,194.09,230.72,2.83,8.61,24.89,8.96,88.95,89.77,105.9,64.52,18.43,82.39,105.65,Indian Dish,No,All,"Wheat flour, jaggery, clarified butter, sliced almonds",West,Gujarat,indian_food+variant
4205,Ghooghra - Homestyle,Snack,Veg,362.43,54.15,13.97,8.47,2.4,153.2,34.33,8.41,11.0,50.78,58.5,74.73,3.59,64.94,58.87,92.15,21.68,39.86,Indian Dish,No,All,"Dry fruits, semolina, all purpose flour",West,Gujarat,indian_food+variant
4206,Handwo - Steamed,Snack,Veg,196.01,10.47,11.46,10.94,2.43,131.12,123.93,2.91,3.68,31.97,61.93,68.68,31.77,65.15,97.05,38.37,7.09,23.56,Indian Dish,No,All,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",West,Gujarat,indian_food+variant
4207,Halvasan - High Protein,Snack,Veg,169.35,16.36,14.91,5.71,10.76,203.71,75.16,13.37,6.49,19.15,69.67,20.8,14.44,21.96,105.22,1.51,0.07,42.27,Indian Dish,No,All,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",West,Gujarat,indian_food+variant
4208,Jeera Aloo - With Curd,Lunch,Veg,303.2,36.93,21.15,13.5,8.81,295.74,66.89,12.18,4.25,39.73,106.78,18.68,49.08,81.57,79.87,13.72,51.61,67.61,Indian Dish,No,All,"Green chilies, lemon juice, chili powder, boiled potatoes",West,Gujarat,indian_food+variant
4209,Kansar - With Nuts,Lunch,Veg,509.29,86.54,8.19,20.71,10.44,60.94,104.51,10.71,9.94,98.32,14.02,59.14,102.53,7.09,32.69,46.03,43.17,116.21,Indian Dish,No,All,"Wheat flour, cashews, rapeseed oil",West,Gujarat,indian_food+variant
4210,Keri no ras - Homestyle,Lunch,Veg,545.23,82.21,9.11,16.8,12.77,10.74,118.22,3.99,0.32,15.41,39.79,87.91,117.46,102.71,59.9,19.3,69.3,56.59,Indian Dish,No,All,"Mango, sugar",West,Gujarat,indian_food+variant
4211,Khakhra - Low Salt,Snack,Veg,319.81,42.85,15.49,11.77,8.59,58.19,246.33,1.33,2.88,34.04,32.26,43.79,3.23,29.58,13.62,20.43,55.43,18.21,Indian Dish,No,All,"Whole wheat flour, low fat, bengal gram flour",West,Gujarat,indian_food+variant
4212,Khandvi - Classic,Snack,Veg,131.75,15.75,9.94,6.17,2.32,209.17,107.3,8.51,1.23,54.72,35.78,65.14,53.22,65.05,25.42,9.34,64.92,94.74,Indian Dish,No,All,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",West,Gujarat,indian_food+variant
4213,Kombdi vade - No Sugar,Snack,Veg,321.14,20.7,25.49,17.11,3.41,262.91,52.69,7.67,14.74,66.4,2.79,23.47,67.21,85.94,54.55,63.78,71.63,21.86,Indian Dish,No,All,"Rice flour, urad dal, wheat flour, gram flour, turmeric",West,Maharashtra,indian_food+variant
4214,Laapsi - With Salad,Lunch,Veg,463.57,86.1,6.55,6.32,9.5,295.27,140.14,6.21,6.33,36.72,51.24,43.41,23.93,53.7,89.45,39.25,52.67,95.94,Indian Dish,No,All,"Cinnamon, jaggery, clarified butter, dry roasted",Central,Madhya Pradesh,indian_food+variant
