food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H
460,Grilled Chicken,Lunch,Non-Veg,425,40.87,19.5,20.39,7.72,208.73,77.43,7.82,3.88,49.09,68.84,69.47,9.96,30.36,83.06,1.29,33.26,43.55
461,Fish Curry,Dinner,Non-Veg,121,0.0,28.26,8.1,7.94,153.57,103.68,4.47,3.05,46.17,1.52,45.45,66.6,1.72,21.66,1.5,73.79,86.95
462,Egg Omelette,Dinner,Non-Veg,133,0.0,8.16,17.01,12.1,119.57,12.18,1.24,3.84,72.61,69.46,3.55,84.43,51.09,13.73,38.14,39.59,42.95
463,Vegetable Upma,Breakfast,Veg,174,0.0,20.44,15.15,14.69,94.04,40.08,7.46,2.16,25.77,75.64,33.12,12.56,43.79,64.87,47.83,65.64,67.0
464,Curd Rice,Lunch,Veg,202,33.85,10.6,2.69,12.1,98.83,89.55,5.09,2.32,74.88,7.71,28.9,38.36,42.44,36.67,3.19,38.13,4.67
465,Oats Porridge,Breakfast,Veg,92,0.0,31.2,1.14,8.25,222.48,23.47,5.38,3.47,26.41,73.29,53.09,75.1,40.6,56.08,59.26,7.59,8.47
466,Dosa,Breakfast,Veg,448,89.7,4.12,8.08,14.01,344.66,98.14,3.69,0.71,87.32,33.27,62.5,1.42,41.77,66.97,17.77,54.53,44.7
467,Vegetable Khichdi,Dinner,Veg,122,0.0,21.42,16.06,8.21,68.89,11.83,4.87,0.31,40.54,65.96,76.13,46.31,50.31,62.91,22.26,40.57,68.38
468,Oats Porridge,Breakfast,Veg,421,26.36,33.08,20.36,5.44,262.61,28.79,2.42,3.27,48.53,60.91,20.31,13.78,9.32,14.49,75.27,28.01,47.84
469,Grilled Chicken,Lunch,Non-Veg,111,0.0,22.01,10.97,6.93,224.18,73.15,3.43,0.92,1.24,21.69,24.61,7.3,47.31,76.19,16.24,43.07,4.22
470,Vegetable Khichdi,Dinner,Veg,239,34.52,10.36,6.61,8.88,46.48,34.69,2.27,1.71,10.31,6.52,0.28,15.04,54.31,41.69,51.67,4.41,19.34
471,Grilled Chicken,Lunch,Non-Veg,226,18.8,13.78,10.63,6.26,137.35,21.12,5.92,2.99,5.43,21.12,12.79,17.38,74.29,54.13,88.87,27.27,66.4
472,Idli,Breakfast,Veg,198,0.0,20.61,14.29,13.5,184.1,20.28,1.07,1.13,7.95,49.49,55.44,14.88,85.58,75.28,70.76,67.07,72.58
473,Idli,Breakfast,Veg,318,48.87,26.65,1.77,5.45,45.75,47.47,4.33,4.11,19.19,83.59,73.4,18.41,52.44,51.7,62.83,83.98,51.64
474,Vegetable Upma,Breakfast,Veg,253,0.0,20.41,24.52,4.05,215.5,100.98,1.24,3.44,65.17,87.22,87.29,7.88,5.98,83.69,23.89,36.29,19.56
475,Oats Porridge,Breakfast,Veg,263,32.6,7.03,11.61,3.65,91.35,119.99,4.77,1.81,33.21,57.04,62.37,40.87,41.99,57.37,39.25,75.22,53.42
476,Rice and Dal,Lunch,Veg,187,7.98,5.72,14.69,6.13,72.77,19.14,5.79,0.52,5.88,34.1,72.99,44.8,1.41,57.86,76.44,79.68,83.5
477,Fruit Salad,Breakfast,Veg,360,19.27,28.5,18.77,14.55,279.16,57.88,3.72,1.92,15.45,65.34,51.73,51.28,68.19,11.98,22.5,25.98,56.63
478,Dosa,Breakfast,Veg,307,11.75,11.07,23.97,4.96,218.28,117.88,4.85,3.88,8.02,34.09,71.38,77.92,9.61,2.97,53.63,69.65,50.49
479,Fish Curry,Dinner,Non-Veg,156,20.05,12.33,2.94,10.85,235.59,112.68,2.1,2.81,56.17,37.89,37.78,8.41,36.07,76.3,29.41,72.51,53.41
480,Vegetable Biryani,Lunch,Veg,297,34.39,16.03,10.59,6.65,34.05,25.77,3.01,0.55,57.55,56.27,67.4,56.22,47.59,47.46,59.02,45.85,14.58
481,Fish Curry,Dinner,Non-Veg,259,43.98,5.81,6.65,5.14,108.25,108.76,1.57,0.41,81.91,27.22,58.85,66.36,86.7,88.0,3.23,61.03,86.07
482,Grilled Chicken,Lunch,Non-Veg,247,8.02,20.9,14.59,3.48,276.34,28.98,7.77,1.33,62.4,39.71,42.91,12.5,88.32,20.33,43.51,41.01,46.65
483,Vegetable Biryani,Lunch,Veg,99,3.79,8.2,5.67,11.88,151.95,115.38,6.09,2.32,61.53,82.18,64.0,22.89,54.31,75.38,78.82,83.25,4.36
484,Vegetable Soup,Dinner,Veg,239,20.57,3.92,15.67,13.18,178.68,46.08,1.2,4.13,78.38,50.35,23.43,41.0,88.43,31.09,8.39,3.81,41.83
485,Oats Porridge,Breakfast,Veg,215,7.08,2.39,19.68,14.86,140.78,25.94,1.28,2.36,41.23,46.4,2.21,35.43,54.54,16.51,20.1,50.41,58.34
486,Oats Porridge,Breakfast,Veg,104,1.74,13.53,4.77,11.58,80.82,31.4,2.18,1.09,9.05,53.61,6.4,30.26,10.86,14.77,1.34,86.69,28.45
487,Fruit Salad,Breakfast,Veg,180,20.34,18.54,2.72,14.71,314.85,103.76,1.32,2.37,74.61,23.15,68.11,27.69,87.57,47.56,51.51,48.31,24.21
488,Dosa,Breakfast,Veg,438,83.35,19.47,2.97,1.61,111.95,82.94,6.78,3.26,41.84,18.1,88.65,50.12,4.84,8.76,86.78,73.66,20.34
489,Dosa,Breakfast,Veg,200,8.68,24.67,7.4,8.3,238.99,31.17,5.92,1.0,40.01,63.82,87.78,45.03,23.16,74.27,42.99,17.45,63.52
490,Paneer Curry,Dinner,Veg,94,0.0,7.2,11.25,14.68,324.95,78.13,1.46,2.6,20.04,36.17,83.94,52.45,38.44,72.4,49.1,27.43,40.0
491,Vegetable Soup,Dinner,Veg,424,65.85,24.15,7.11,12.7,126.4,114.29,5.89,3.53,38.7,14.6,25.55,11.15,67.07,12.6,58.6,65.82,12.86
492,Paneer Curry,Dinner,Veg,187,32.54,5.03,4.08,1.92,20.8,54.0,1.51,2.48,14.64,36.51,80.0,48.73,78.69,7.97,4.53,3.6,58.9
493,Vegetable Biryani,Lunch,Veg,84,0.0,20.54,18.31,7.11,35.08,99.99,2.78,4.11,2.03,73.69,50.04,34.45,14.82,36.51,84.17,16.97,31.96
494,Fish Curry,Dinner,Non-Veg,333,16.66,25.84,18.11,13.04,93.86,60.06,6.37,3.67,16.67,0.22,41.41,70.41,58.12,83.94,34.38,50.51,43.89
495,Vegetable Biryani,Lunch,Veg,367,72.79,5.62,5.93,14.79,248.4,97.65,7.12,4.67,67.62,63.88,7.13,28.47,74.83,20.25,34.62,7.95,16.01
496,Grilled Chicken,Lunch,Non-Veg,364,13.74,27.02,22.33,7.87,327.94,47.26,2.27,0.61,9.51,53.85,81.62,76.63,71.85,16.54,72.11,37.55,66.2
497,Grilled Chicken,Lunch,Non-Veg,147,0.0,16.44,18.12,14.77,188.94,91.68,1.07,1.1,80.01,61.9,31.19,20.43,10.49,31.95,65.73,74.17,7.28
498,Oats Porridge,Breakfast,Veg,252,0.0,15.11,23.8,9.67,230.63,62.56,0.92,2.2,44.8,8.07,61.39,44.88,51.0,71.23,89.93,7.16,38.23
499,Egg Omelette,Dinner,Non-Veg,107,0.0,11.73,13.5,7.74,297.91,39.87,3.44,1.76,70.7,47.38,53.04,40.89,70.21,4.7,32.73,42.07,83.59
500,Egg Omelette,Dinner,Non-Veg,311,47.14,28.13,1.1,13.02,218.6,36.04,6.4,2.56,2.18,76.51,85.56,88.87,11.21,48.41,57.81,76.14,1.59
501,Oats Porridge,Breakfast,Veg,292,17.17,21.02,15.47,2.26,106.63,112.95,2.32,3.37,57.99,58.17,28.44,32.37,84.32,68.13,68.76,25.94,73.33
502,Vegetable Soup,Dinner,Veg,406,34.52,24.5,18.88,13.69,261.9,28.06,3.4,2.4,65.04,14.7,33.43,38.16,13.9,68.18,5.47,57.48,73.17
503,Vegetable Upma,Breakfast,Veg,96,0.0,16.72,22.02,8.03,262.49,19.16,1.39,4.84,13.17,49.3,65.33,53.3,11.82,24.2,38.55,26.01,78.53
504,Oats Porridge,Breakfast,Veg,183,8.35,20.3,7.6,1.9,115.46,100.23,1.07,3.64,41.36,20.66,53.2,12.53,36.24,54.34,21.59,59.94,68.17
505,Grilled Chicken,Lunch,Non-Veg,222,0.0,19.5,19.84,12.98,333.81,11.03,0.93,3.36,79.03,31.33,19.39,68.89,59.56,50.72,12.7,23.87,87.51
506,Grilled Chicken,Lunch,Non-Veg,171,0.0,6.49,19.96,4.02,22.48,91.39,5.56,2.16,17.18,58.99,46.67,29.62,26.16,46.59,83.73,45.07,1.75
507,Fish Curry,Dinner,Non-Veg,298,41.1,3.36,13.35,5.83,332.05,84.09,7.12,4.03,79.75,59.11,47.24,37.05,42.46,72.73,79.32,10.16,30.63
508,Vegetable Biryani,Lunch,Veg,344,36.08,18.74,13.86,12.26,349.1,78.81,2.18,1.33,60.03,75.26,32.28,37.17,55.18,47.12,40.81,16.15,44.41
509,Vegetable Soup,Dinner,Veg,289,20.32,15.86,16.03,10.84,233.87,78.31,6.5,0.31,82.07,78.98,19.93,18.02,70.48,88.55,3.81,66.11,29.79
510,Curd Rice,Lunch,Veg,319,41.56,17.4,9.24,6.69,186.41,75.16,5.2,0.5,28.74,4.03,58.28,73.99,32.44,47.0,66.89,61.09,17.16
511,Rice and Dal,Lunch,Veg,118,4.72,18.12,2.96,10.53,29.06,39.21,1.31,2.37,43.98,88.74,7.88,6.6,32.23,78.06,9.46,27.05,44.58
512,Curd Rice,Lunch,Veg,264,43.48,12.48,4.46,12.83,120.68,49.8,2.49,2.47,44.03,16.37,3.5,63.13,1.83,8.95,1.88,82.06,45.22
513,Vegetable Upma,Breakfast,Veg,321,32.93,7.02,17.91,3.38,33.57,53.65,4.56,1.89,14.25,53.77,65.61,89.0,87.7,10.08,33.76,0.9,67.96
514,Vegetable Soup,Dinner,Veg,340,39.37,25.45,8.97,7.65,276.08,69.58,7.74,2.89,3.28,32.7,45.07,22.02,3.57,75.04,78.12,37.15,36.38
515,Vegetable Biryani,Lunch,Veg,227,0.0,15.66,23.29,1.54,214.25,49.24,1.98,2.45,54.26,44.19,60.64,15.57,53.93,17.45,33.26,27.9,5.64
516,Paneer Curry,Dinner,Veg,196,0.0,29.28,20.05,6.6,173.05,71.21,6.67,1.26,77.86,15.97,69.95,55.51,29.34,27.86,21.27,39.43,78.22
517,Idli,Breakfast,Veg,140,0.0,28.99,3.73,9.87,201.47,97.97,3.38,0.93,56.87,51.22,39.75,14.53,88.42,28.06,65.46,33.95,87.78
518,Dosa,Breakfast,Veg,425,41.2,12.65,23.29,13.19,300.37,82.53,2.9,4.3,70.96,63.43,41.3,39.72,78.1,62.53,41.38,19.36,50.91
519,Chapati with Curry,Lunch,Veg,105,0.0,30.44,22.13,11.14,206.71,90.5,0.97,1.14,14.18,55.41,55.47,8.47,9.05,50.11,31.21,58.78,13.41
520,Vegetable Upma,Breakfast,Veg,119,0.0,24.16,9.57,3.78,152.27,14.26,5.65,2.72,10.12,5.31,85.98,11.85,86.59,55.9,87.88,32.97,0.57
521,Grilled Chicken,Lunch,Non-Veg,101,0.0,6.86,16.34,4.93,150.05,100.32,6.57,3.04,1.95,87.8,14.98,36.3,89.68,57.98,74.64,83.54,6.31
522,Paneer Curry,Dinner,Veg,325,14.53,16.77,22.2,10.38,243.53,36.01,0.87,1.55,37.0,64.08,47.66,34.53,39.01,68.03,83.66,50.87,22.17
523,Grilled Chicken,Lunch,Non-Veg,151,0.0,34.2,14.32,9.94,247.32,93.12,7.97,2.17,82.2,44.89,78.19,51.11,62.26,21.2,53.34,79.27,49.57
524,Chapati with Curry,Lunch,Veg,427,52.42,2.83,22.89,14.72,169.7,23.59,1.8,3.32,1.4,76.87,11.3,28.28,35.01,89.31,82.84,9.95,82.19
525,Paneer Curry,Dinner,Veg,316,29.66,17.95,13.95,12.55,223.84,119.1,4.7,3.9,18.67,71.82,57.41,42.76,80.48,88.36,82.24,74.76,0.66
526,Egg Omelette,Dinner,Non-Veg,383,70.3,13.37,5.37,1.83,304.55,42.98,3.73,4.26,45.18,89.91,30.09,35.33,82.16,55.16,48.98,75.07,74.45
527,Vegetable Khichdi,Dinner,Veg,99,0.81,12.51,5.08,9.41,46.05,114.41,6.68,2.0,59.82,16.95,60.14,20.32,68.19,22.45,39.01,48.28,87.76
528,Egg Omelette,Dinner,Non-Veg,175,11.52,18.35,6.17,13.77,305.12,51.64,5.99,4.97,87.1,27.65,85.65,20.84,82.56,44.81,23.9,23.27,36.31
529,Dosa,Breakfast,Veg,357,22.62,10.45,24.97,6.0,82.92,117.31,2.89,1.45,43.33,79.13,11.82,14.23,87.87,34.64,61.1,22.03,42.81
530,Idli,Breakfast,Veg,324,53.09,11.46,7.31,14.89,190.78,62.07,3.46,0.65,50.15,40.33,3.73,73.32,45.64,21.79,51.93,40.27,24.14
531,Paneer Curry,Dinner,Veg,403,62.78,2.47,15.78,9.6,122.24,86.64,0.84,4.37,63.46,65.18,83.11,87.8,76.74,3.89,1.54,7.35,17.95
532,Fruit Salad,Breakfast,Veg,345,19.65,34.13,14.43,5.49,198.32,87.12,2.72,3.03,13.51,50.84,73.37,18.43,74.37,34.55,41.51,34.39,81.57
533,Paneer Curry,Dinner,Veg,99,0.0,17.8,6.03,13.37,63.03,112.79,4.25,3.43,88.93,36.0,48.12,65.78,45.78,73.52,38.47,59.58,83.38
534,Vegetable Biryani,Lunch,Veg,316,18.38,17.08,19.35,5.29,220.59,103.2,3.43,3.0,50.35,24.18,23.94,56.31,1.8,28.49,20.88,44.79,80.19
535,Vegetable Khichdi,Dinner,Veg,423,43.75,23.68,17.03,12.23,147.03,65.28,7.0,0.71,8.35,87.2,36.09,44.5,83.79,69.27,55.79,58.05,46.41
536,Vegetable Biryani,Lunch,Veg,347,23.07,19.72,19.54,14.15,324.05,114.43,2.95,3.03,44.47,58.69,3.25,75.31,72.02,15.61,29.37,38.61,53.42
537,Paneer Curry,Dinner,Veg,212,0.0,34.3,18.36,5.25,225.51,18.62,7.85,4.66,55.26,42.81,82.34,26.86,61.9,1.09,58.31,71.58,43.01
538,Rice and Dal,Lunch,Veg,330,2.0,25.04,24.65,14.79,36.9,45.84,5.35,3.82,78.14,27.75,67.19,45.94,34.18,75.68,56.35,44.1,3.89
539,Vegetable Soup,Dinner,Veg,250,49.16,4.65,3.86,2.46,212.83,67.51,2.73,1.18,60.3,13.29,1.35,33.73,74.26,35.0,34.92,72.77,83.79
540,Fruit Salad,Breakfast,Veg,263,33.61,3.59,12.69,13.63,168.5,107.77,7.2,1.01,37.84,76.19,11.48,5.88,86.74,45.07,6.79,40.58,39.76
541,Curd Rice,Lunch,Veg,371,49.42,23.03,9.02,10.91,193.81,92.0,3.86,0.36,87.88,71.45,32.28,24.59,46.4,71.34,31.85,79.67,53.53
542,Vegetable Khichdi,Dinner,Veg,376,9.17,31.84,23.55,1.01,260.52,95.47,3.64,1.03,51.88,62.48,32.18,88.69,20.53,85.32,69.75,32.64,78.16
543,Vegetable Soup,Dinner,Veg,213,0.0,15.11,18.65,2.18,222.96,71.46,6.65,3.23,55.05,49.89,30.05,57.49,17.23,20.34,18.92,40.7,27.51
544,Idli,Breakfast,Veg,375,25.05,25.12,19.37,6.75,56.07,45.42,6.14,3.02,1.08,53.14,30.54,76.01,20.4,74.73,37.42,61.41,36.41
545,Vegetable Khichdi,Dinner,Veg,219,0.0,19.25,16.42,11.22,190.69,108.85,5.79,2.48,10.09,74.6,45.63,12.49,43.1,55.94,60.6,89.71,6.95
546,Vegetable Khichdi,Dinner,Veg,130,3.91,3.25,11.26,4.57,271.93,72.97,6.86,1.21,25.41,77.11,8.52,72.78,32.18,75.9,74.85,21.78,47.89
547,Oats Porridge,Breakfast,Veg,407,77.82,10.54,5.95,1.05,200.19,78.96,4.94,2.74,47.19,54.39,61.41,67.07,57.65,47.03,56.73,50.3,19.66
548,Fish Curry,Dinner,Non-Veg,255,0.22,33.96,13.14,11.67,193.43,20.64,4.7,4.21,47.09,64.27,67.38,69.55,32.15,80.03,27.46,11.95,46.98
549,Oats Porridge,Breakfast,Veg,394,46.31,29.51,10.08,10.31,34.13,46.13,2.84,3.55,89.88,18.32,25.1,84.41,76.64,46.0,32.1,52.4,67.56
550,Dosa,Breakfast,Veg,102,0.0,14.03,21.68,11.32,49.34,90.14,5.9,4.06,28.96,62.49,34.35,18.76,2.95,23.81,77.24,84.33,75.98
551,Oats Porridge,Breakfast,Veg,335,40.53,17.84,11.28,6.82,41.68,78.74,3.68,0.32,88.57,42.05,82.06,52.19,22.73,83.66,16.23,21.38,33.32
552,Dosa,Breakfast,Veg,360,60.46,12.1,7.75,4.82,191.16,118.57,3.6,2.95,55.04,83.9,16.49,75.17,8.25,10.21,68.06,46.25,76.5
553,Idli,Breakfast,Veg,325,30.0,25.06,11.64,8.69,148.59,79.38,3.18,4.69,61.07,48.76,23.56,55.75,77.27,72.03,68.99,49.54,19.89
554,Vegetable Soup,Dinner,Veg,371,24.58,20.85,21.03,9.11,275.95,119.38,2.75,3.24,5.75,67.29,56.45,45.2,86.3,62.5,69.14,83.97,7.04
555,Dosa,Breakfast,Veg,441,54.97,13.61,18.52,6.74,151.44,32.96,3.98,1.3,16.03,49.33,88.44,87.1,49.95,45.9,70.84,54.51,6.51
556,Vegetable Khichdi,Dinner,Veg,235,26.48,24.93,3.26,5.21,265.2,95.01,0.68,4.48,70.39,22.16,25.82,45.33,23.46,19.53,6.78,81.56,56.98
557,Chapati with Curry,Lunch,Veg,207,0.0,20.57,18.7,6.06,79.5,69.2,7.27,2.74,36.5,70.61,33.22,19.32,65.92,86.81,24.69,78.67,75.07
558,Paneer Curry,Dinner,Veg,144,3.09,28.64,1.9,5.83,69.42,30.12,3.8,0.56,78.46,48.13,84.71,82.19,13.07,9.54,88.19,88.88,68.48
559,Vegetable Khichdi,Dinner,Veg,335,27.63,25.9,13.43,3.48,327.86,88.73,3.44,2.15,34.28,35.95,63.79,12.01,72.4,84.13,84.85,67.21,89.49
560,Dosa,Breakfast,Veg,224,29.53,17.09,4.17,5.92,245.0,10.74,2.81,2.31,39.01,29.64,20.36,88.39,44.06,78.3,30.49,36.55,10.91
561,Fruit Salad,Breakfast,Veg,412,34.75,29.78,17.1,2.73,76.89,69.96,6.92,4.56,3.55,51.2,75.82,31.18,83.17,61.28,11.76,48.5,49.06
562,Dosa,Breakfast,Veg,156,0.0,16.16,12.03,13.68,323.07,89.13,3.74,4.3,27.85,72.92,33.17,47.66,56.32,9.43,12.65,30.87,69.62
563,Vegetable Soup,Dinner,Veg,335,35.86,23.97,10.63,8.98,271.92,14.92,5.84,3.89,64.3,17.4,68.95,10.69,45.67,56.37,0.43,61.16,72.52
564,Vegetable Soup,Dinner,Veg,210,42.78,5.49,1.88,8.97,320.48,97.25,2.62,1.69,84.67,29.83,80.03,38.57,12.87,21.91,8.41,79.47,3.5
565,Grilled Chicken,Lunch,Non-Veg,443,35.45,29.89,20.18,2.44,157.38,28.38,7.15,0.55,10.04,5.9,80.24,45.58,6.96,60.36,39.39,18.68,46.46
566,Rice and Dal,Lunch,Veg,408,37.99,15.25,21.67,14.39,264.82,115.37,4.77,3.65,23.32,69.07,75.66,9.43,78.81,28.24,43.74,89.7,73.87
567,Rice and Dal,Lunch,Veg,396,56.68,31.14,4.97,6.85,174.36,25.21,6.16,3.15,51.97,40.81,40.17,56.36,86.83,39.07,85.03,51.55,50.53
568,Egg Omelette,Dinner,Non-Veg,323,22.22,23.79,15.44,9.16,93.69,109.92,5.82,2.01,57.62,88.29,68.21,88.4,15.3,27.71,72.57,72.7,20.03
569,Fruit Salad,Breakfast,Veg,119,0.0,33.15,12.92,6.94,326.18,10.57,4.52,0.99,38.84,76.2,19.76,75.51,17.36,1.76,25.82,33.19,18.4
570,Vegetable Khichdi,Dinner,Veg,142,0.65,24.21,4.73,10.35,270.43,79.23,0.53,3.72,0.26,88.81,6.54,59.81,79.71,26.64,17.01,6.95,56.14
571,Vegetable Khichdi,Dinner,Veg,156,10.05,13.94,6.67,3.22,300.57,73.69,6.87,3.11,53.64,34.07,81.65,9.14,60.87,79.19,31.11,50.22,44.06
572,Vegetable Khichdi,Dinner,Veg,334,55.12,21.61,3.01,11.9,316.83,53.39,3.03,4.54,86.04,67.23,42.07,77.51,84.86,48.63,87.23,7.94,62.04
573,Oats Porridge,Breakfast,Veg,294,23.66,31.93,7.96,7.06,256.43,14.32,0.65,4.15,35.54,34.0,37.28,27.48,45.97,45.74,7.87,66.75,67.07
574,Vegetable Soup,Dinner,Veg,207,22.98,4.85,10.63,14.3,230.03,13.43,6.42,1.54,34.72,30.11,14.92,56.89,9.0,58.08,57.73,82.08,25.83
575,Chapati with Curry,Lunch,Veg,163,0.0,17.2,21.97,14.25,27.24,47.3,5.25,4.48,7.88,72.76,59.67,24.1,39.78,58.35,58.41,13.77,66.32
576,Fish Curry,Dinner,Non-Veg,380,22.98,34.83,16.53,6.82,210.07,52.38,5.08,2.78,52.17,52.12,77.7,9.56,86.54,42.29,63.58,86.12,50.59
577,Paneer Curry,Dinner,Veg,268,11.98,9.39,20.28,6.36,296.3,95.15,3.85,1.88,86.22,64.17,27.58,31.05,72.05,36.73,12.85,44.03,82.06
578,Vegetable Khichdi,Dinner,Veg,218,30.55,12.7,5.0,11.33,114.35,39.02,2.44,3.19,8.49,8.67,5.56,78.45,37.96,33.05,48.44,3.62,5.24
579,Vegetable Biryani,Lunch,Veg,351,57.24,5.6,11.07,2.96,143.48,23.9,2.4,4.89,41.78,80.17,47.33,58.5,42.74,79.46,33.12,9.2,70.4
580,Curd Rice,Lunch,Veg,384,49.11,17.86,12.9,5.02,302.36,94.59,4.52,1.32,79.18,11.26,56.97,28.46,61.57,19.11,69.39,6.11,86.86
581,Chapati with Curry,Lunch,Veg,380,11.54,32.16,22.8,8.89,212.51,114.06,6.5,1.33,22.29,84.0,76.31,39.0,61.08,61.01,38.68,50.27,43.98
582,Fruit Salad,Breakfast,Veg,148,14.09,16.12,3.02,6.58,132.59,22.49,4.98,4.05,66.12,66.26,75.85,58.7,68.02,53.31,63.98,34.37,63.07
583,Curd Rice,Lunch,Veg,159,6.3,26.68,3.01,2.17,275.23,113.38,3.53,1.55,50.31,53.57,5.82,27.12,84.9,27.45,80.27,68.8,69.19
584,Vegetable Soup,Dinner,Veg,333,46.45,12.28,10.9,4.29,92.02,91.1,3.17,2.34,34.45,11.23,46.02,81.58,49.36,34.03,35.98,55.13,51.26
585,Grilled Chicken,Lunch,Non-Veg,385,65.19,23.75,3.25,4.33,158.93,22.37,4.71,4.09,42.38,64.63,22.87,45.17,73.28,60.53,82.9,36.18,14.17
586,Oats Porridge,Breakfast,Veg,445,94.53,9.41,3.25,13.92,212.41,30.4,0.93,2.52,19.9,80.02,44.38,77.09,52.17,42.52,31.99,68.63,25.89
587,Rice and Dal,Lunch,Veg,437,71.72,18.54,8.44,13.63,92.52,114.5,1.81,3.22,27.65,74.15,66.25,12.23,35.79,51.48,42.35,88.52,77.14
588,Dosa,Breakfast,Veg,208,0.0,32.4,9.21,14.58,190.4,55.13,1.5,4.61,70.91,30.06,27.24,76.26,17.1,33.84,84.36,0.16,79.15
589,Rice and Dal,Lunch,Veg,445,88.16,15.13,3.54,3.52,101.81,50.68,2.77,3.17,49.67,85.95,81.97,27.22,40.15,89.66,76.38,84.46,9.17
590,Fruit Salad,Breakfast,Veg,109,0.0,17.53,19.88,4.14,297.7,107.84,2.04,0.94,57.47,74.82,35.84,85.6,27.17,44.75,66.67,38.99,52.33
591,Idli,Breakfast,Veg,102,0.0,8.12,23.03,13.38,123.54,66.95,5.72,0.49,84.78,21.19,52.64,0.7,29.39,73.42,27.5,6.75,44.05
592,Vegetable Khichdi,Dinner,Veg,153,6.6,10.86,9.24,6.57,69.77,66.01,6.8,2.2,43.3,65.34,17.04,56.3,42.53,57.47,50.62,44.8,16.4
593,Vegetable Khichdi,Dinner,Veg,372,31.89,10.46,22.51,6.39,226.31,109.08,3.55,4.37,46.0,53.8,68.2,42.56,32.91,51.31,35.9,28.3,10.85
594,Rice and Dal,Lunch,Veg,163,0.0,24.22,21.16,11.68,77.77,104.92,3.46,0.99,61.41,54.82,88.45,27.79,66.81,16.41,6.96,33.24,26.02
595,Vegetable Khichdi,Dinner,Veg,306,37.08,8.93,13.55,4.75,306.52,23.86,7.98,4.5,86.02,9.23,26.74,72.67,5.12,53.5,80.58,11.47,49.14
596,Grilled Chicken,Lunch,Non-Veg,261,10.0,29.55,11.42,14.5,303.99,38.38,0.61,4.16,76.57,1.23,50.81,4.3,38.57,46.1,60.14,35.55,78.65
597,Vegetable Biryani,Lunch,Veg,119,0.0,28.32,4.67,10.66,98.91,88.39,4.71,3.98,48.47,52.21,51.89,19.13,84.37,55.98,10.0,26.83,47.31
598,Fruit Salad,Breakfast,Veg,108,0.0,22.7,4.14,1.67,167.43,11.65,5.94,4.17,16.49,72.35,48.08,65.03,53.84,20.08,13.72,12.4,56.24
599,Vegetable Soup,Dinner,Veg,162,4.14,17.93,8.19,9.54,326.91,56.26,6.35,0.95,76.21,1.1,13.42,43.83,78.23,37.15,53.12,42.2,13.52
600,Rice and Dal,Lunch,Veg,393,33.75,11.65,23.49,6.12,292.29,31.76,4.34,2.42,14.4,78.68,15.06,29.58,27.95,67.84,29.19,8.81,1.77
601,Paneer Curry,Dinner,Veg,144,0.0,24.92,20.61,3.08,267.8,114.0,4.91,4.26,41.26,24.68,78.46,17.57,84.88,89.23,15.88,71.43,15.54
602,Egg Omelette,Dinner,Non-Veg,262,8.69,29.09,12.32,5.91,325.71,36.9,3.22,2.54,17.36,41.96,35.06,16.62,38.05,35.07,38.68,37.51,50.79
603,Vegetable Upma,Breakfast,Veg,391,26.7,31.45,17.6,1.07,262.08,85.84,5.72,2.61,67.89,78.21,86.75,53.15,35.1,23.0,51.18,78.61,19.33
604,Oats Porridge,Breakfast,Veg,113,0.0,26.93,9.42,7.85,296.21,88.03,7.34,0.52,32.2,87.62,12.7,60.08,12.65,72.49,46.52,51.56,59.12
605,Vegetable Soup,Dinner,Veg,366,11.68,29.4,22.41,6.52,80.05,42.86,6.16,1.61,1.12,32.92,3.63,38.1,39.68,11.4,25.29,57.77,84.62
606,Oats Porridge,Breakfast,Veg,410,62.75,22.02,7.88,5.66,124.24,27.6,3.11,3.77,42.13,35.22,7.84,86.38,11.21,33.68,53.09,69.41,89.8
607,Rice and Dal,Lunch,Veg,81,0.0,15.59,14.69,14.53,141.75,110.19,5.92,2.29,68.97,42.48,46.9,35.15,20.05,2.23,50.79,15.54,66.75
608,Oats Porridge,Breakfast,Veg,164,0.0,23.84,24.62,9.41,192.19,89.09,4.21,4.98,21.96,3.21,28.85,5.11,55.1,27.19,59.16,58.08,62.56
609,Fruit Salad,Breakfast,Veg,116,0.0,34.44,11.66,14.79,170.11,51.02,6.27,1.03,75.58,12.39,69.78,66.03,59.36,88.14,87.21,65.91,63.92
610,Fruit Salad,Breakfast,Veg,99,0.0,32.38,19.07,2.93,299.9,14.39,6.08,1.02,87.91,20.74,71.89,58.18,65.55,10.29,57.97,69.66,54.17
611,Vegetable Biryani,Lunch,Veg,181,0.0,31.92,7.43,6.0,287.75,76.73,3.07,2.5,50.58,5.55,4.58,64.39,89.26,7.15,18.9,2.66,43.27
612,Fish Curry,Dinner,Non-Veg,134,0.0,34.12,1.45,11.5,154.36,115.4,5.78,4.15,89.93,13.06,28.46,82.66,26.85,65.92,84.61,45.76,21.44
